chumbo	metal	True	hyper
cidades	lugar	True	hyper
cidadão	pessoa	True	hyper
cientista	profissional	True	hyper
cinema	diversão	True	hyper
cirurgia	corte	True	hyper
classe	objeto	True	hyper
clipe	filme	True	hyper
colega	amigo	True	hyper
comandante	oficial	True	hyper
comer	ação	True	hyper
companheiro	amigo	True	hyper
complexo	grafo	True	hyper
compositor	profissão	True	hyper
compra	ação	True	hyper
comunismo	socialismo	True	hyper
comunista	socialista	True	hyper
concorrente	adversário	True	hyper
conversa	comunicação	True	hyper
conversa	relacionamento	True	hyper
convidado	pessoa	True	hyper
coral	cobra	True	hyper
coral	grupo	True	hyper
coração	órgão	True	hyper
coreano	asiático	True	hyper
corredor	caminho	True	hyper
corrente	peça	True	hyper
couro	tecido	True	hyper
couro	textura	True	hyper
cristal	pedra	True	hyper
cruz	símbolo	True	hyper
cálculo	matemática	True	hyper
cálculo	suporte	True	hyper
cão	amigo	True	hyper
céu	paisagem	True	hyper
código	informação	True	hyper
dama	mulher	True	hyper
dama	pessoa	True	hyper
decoração	arranjo	True	hyper
dedo	mão	True	hyper
dedos	membros	True	hyper
descanso	prazer	True	hyper
deserto	local	True	hyper
dinheiro	problema	True	hyper
diversão	alegria	True	hyper
doce	alimento	True	hyper
documento	papel	True	hyper
documento	registro	True	hyper
documentário	aula	True	hyper
dono	pessoa	True	hyper
dono	proprietário	True	hyper
dor	manifesta	True	hyper
doutor	estudioso	True	hyper
droga	lazer	True	hyper
editor	profissional	True	hyper
eficiência	qualidade	True	hyper
embaixada	casa	True	hyper
emoção	sentimento	True	hyper
emprego	ocupação	True	hyper
emprego	trabalho	True	hyper
endereço	localização	True	hyper
entrevista	conversa	True	hyper
escada	ferramenta	True	hyper
escola	lugar	True	hyper
escritor	artista	True	hyper
esposa	namorada	True	hyper
espírito	mito	True	hyper
estabelecimento	lugar	True	hyper
estação	ferrovia	True	hyper
estudante	classificação	True	hyper
estudioso	pesquisador	True	hyper
estudioso	pessoa	True	hyper
estádio	arena	True	hyper
estátuas	objeto	True	hyper
evento	acontecimento	True	hyper
evento	festa	True	hyper
exame	prova	True	hyper
executivo	funcionário	True	hyper
exercício	atividade	True	hyper
família	lar	True	hyper
fantasia	roupa	True	hyper
farinha	alimento	True	hyper
feijão	comida	True	hyper
feira	comércio	True	hyper
ferido	paciente	True	hyper
ferramentas	instrumento	True	hyper
ferro	material	True	hyper
festa	despedida	True	hyper
filme	arte	True	hyper
filme	diversão	True	hyper
flor	presente	True	hyper
flores	planta	True	hyper
flores	vida	True	hyper
floresta	habitat	True	hyper
fogo	combustão	True	hyper
foguete	transporte	True	hyper
foguete	veículo	True	hyper
fonte	idéias	True	hyper
força	característica	True	hyper
força	sentimento	True	hyper
foto	imagem	True	hyper
fotos	registro	True	hyper
fotógrafo	profissional	True	hyper
frio	sensação	True	hyper
frontal	osso	True	hyper
frutas	vegetal	True	hyper
fruto	alimento	True	hyper
fruto	comida	True	hyper
funcionário	empregado	True	hyper
funeral	cerimônia	True	hyper
funk	música	True	hyper
futebol	esporte	True	hyper
futebol	jogo	True	hyper
futebol	desporto	True	hyper
galeria	amostra	True	hyper
garoto	homem	True	hyper
garoto	menino	True	hyper
gasolina	combustível	True	hyper
gato	animal	True	hyper
gelo	água	True	hyper
gente	criatura	True	hyper
gerente	cargo	True	hyper
gerente	chefe	True	hyper
gerente	encarregado	True	hyper
ginástica	exercício	True	hyper
governo	organização	True	hyper
grade	proteção	True	hyper
grupo	entidades	True	hyper
guia	manual	True	hyper
gótico	arquitetura	True	hyper
hidrogênio	elemento	True	hyper
hidrogênio	gás	True	hyper
historiador	profissional	True	hyper
homem	adulto	True	hyper
hotel	casa	True	hyper
hábito	costume	True	hyper
imperador	monarca	True	hyper
imperatriz	monarca	True	hyper
indiano	asiático	True	hyper
informação	doença	True	hyper
inimigo	pessoa	True	hyper
inspiração	respiração	True	hyper
instrumento	ferramenta	True	hyper
irmão	parente	True	hyper
israelense	asiático	True	hyper
janeiro	mês	True	hyper
janela	construção	True	hyper
janela	estrutura	True	hyper
jantar	comer	True	hyper
japonesa	mulher	True	hyper
japonesa	nacionalidade	True	hyper
japonês	asiático	True	hyper
japonês	raça	True	hyper
jogadores	atleta	True	hyper
jovens	idade	True	hyper
judeu	raça	True	hyper
judeu	religioso	True	hyper
lança	arma	True	hyper
lei	regulamento	True	hyper
leite	alimento	True	hyper
leito	cama	True	hyper
letra	escrita	True	hyper
letra	símbolo	True	hyper
leão	animal	True	hyper
linha	continuidade	True	hyper
linha	fio	True	hyper
lista	relação	True	hyper
litoral	costa	True	hyper
litoral	lugar	True	hyper
litoral	praia	True	hyper
livro	inspiração	True	hyper
luta	briga	True	hyper
lâmina	arma	True	hyper
lâmina	ferramenta	True	hyper
líquido	fluido	True	hyper
madeira	material	True	hyper
malha	tecido	True	hyper
malha	armadura	True	hyper
manto	proteção	True	hyper
mapa	documento	True	hyper
mar	lugar	True	hyper
marca	posse	True	hyper
marca	registro	True	hyper
margem	marca	True	hyper
marido	homem	True	hyper
março	mês	True	hyper
massa	alimento	True	hyper
mata	vegetação	True	hyper
mecanismo	estrutura	True	hyper
medalha	prêmio	True	hyper
medicina	ciência	True	hyper
meia	roupa	True	hyper
meio	forma	True	hyper
mel	alimento	True	hyper
menina	mulher	True	hyper
mesa	móvel	True	hyper
mesquita	templo	True	hyper
metro	medida	True	hyper
micro	computador	True	hyper
modelo	profissional	True	hyper
moeda	dinheiro	True	hyper
monstro	entidade	True	hyper
monstro	fantasma	True	hyper
montanha	desafio	True	hyper
montanha	paisagem	True	hyper
morro	subida	True	hyper
motor	objeto	True	hyper
motorista	funcionário	True	hyper
motorista	trabalhador	True	hyper
movimento	ação	True	hyper
mulher	pessoa	True	hyper
mulher	homem	True	hyper
muro	parede	True	hyper
muçulmano	religioso	True	hyper
máquina	instrumento	True	hyper
máquinas	equipamento	True	hyper
mármore	escultura	True	hyper
mármore	pedra	True	hyper
mãe	mulher	True	hyper
mão	braço	True	hyper
música	arte	True	hyper
música	som	True	hyper
músico	artista	True	hyper
namorada	pessoa	True	hyper
navios	embarcação	True	hyper
nação	povo	True	hyper
neve	gelo	True	hyper
noiva	pessoa	True	hyper
notícia	informação	True	hyper
novela	entretenimento	True	hyper
novembro	mês	True	hyper
nuvem	gás	True	hyper
ocupação	cargo	True	hyper
opera	espetáculo	True	hyper
opera	musical	True	hyper
oração	discurso	True	hyper
oração	prece	True	hyper
ovo	alimento	True	hyper
paciente	doente	True	hyper
padre	sacerdote	True	hyper
paisagem	inspiração	True	hyper
paixão	amor	True	hyper
paixão	doença	True	hyper
palestra	aula	True	hyper
palestra	conversa	True	hyper
pano	tecido	True	hyper
par	número	True	hyper
pare	restrição	True	hyper
parente	familiar	True	hyper
passagem	documento	True	hyper
passeio	viagem	True	hyper
pasta	material	True	hyper
pata	ave	True	hyper
pato	pássaro	True	hyper
patrimônio	bem	True	hyper
paulista	cidadão	True	hyper
países	lugar	True	hyper
peixe	animal	True	hyper
peixes	animal	True	hyper
pensão	casa	True	hyper
pensão	hotel	True	hyper
peru	animal	True	hyper
peru	ave	True	hyper
pesquisa	consulta	True	hyper
pesquisador	pessoa	True	hyper
pesquisador	trabalhador	True	hyper
pessoa	humano	True	hyper
pintura	arte	True	hyper
piscina	diversão	True	hyper
piscina	lazer	True	hyper
piscina	tanque	True	hyper
piso	revestimento	True	hyper
piso	solo	True	hyper
planta	vegetal	True	hyper
plástico	material	True	hyper
pneus	borracha	True	hyper
poema	texto	True	hyper
policial	profissional	True	hyper
policial	profissão	True	hyper
ponta	extremidade	True	hyper
ponta	forma	True	hyper
ponte	construção	True	hyper
porco	animal	True	hyper
portal	construção	True	hyper
portal	entretenimento	True	hyper
portão	entrada	True	hyper
portão	porta	True	hyper
poço	buraco	True	hyper
poço	lugar	True	hyper
praia	lugar	True	hyper
prazer	sentimento	True	hyper
prefeito	administrador	True	hyper
prefeitura	administração	True	hyper
prefeitura	instituição	True	hyper
prefeitura	organização	True	hyper
prejuízo	perda	True	hyper
presidente	chefe	True	hyper
presidente	político	True	hyper
primo	parente	True	hyper
professor	empregado	True	hyper
professor	guia	True	hyper
professor	profissional	True	hyper
professor	profissão	True	hyper
profissional	trabalhador	True	hyper
programa	software	True	hyper
programação	atividade	True	hyper
programação	escala	True	hyper
projeto	plano	True	hyper
promotor	advogado	True	hyper
promotor	profissão	True	hyper
protestante	cristão	True	hyper
pátio	espaço	True	hyper
pátio	estacionamento	True	hyper
pão	alimento	True	hyper
quadro	arte	True	hyper
queijo	alimento	True	hyper
questão	pergunta	True	hyper
rainha	monarca	True	hyper
raiva	agressão	True	hyper
raiva	emoção	True	hyper
raiz	cabelo	True	hyper
raiz	nó	True	hyper
regra	lei	True	hyper
regra	norma	True	hyper
rei	monarca	True	hyper
relatório	avaliação	True	hyper
relatório	estudo	True	hyper
religião	crença	True	hyper
reportagem	informação	True	hyper
resultado	resposta	True	hyper
retrato	foto	True	hyper
revestimento	proteção	True	hyper
revista	arquivo	True	hyper
rocha	mineral	True	hyper
roda	ferramenta	True	hyper
romano	humano	True	hyper
rosa	flor	True	hyper
rural	lugar	True	hyper
russo	asiático	True	hyper
sabedoria	conhecimento	True	hyper
sabor	sensação	True	hyper
salão	ambiente	True	hyper
sangue	líquido	True	hyper
santuário	adoração	True	hyper
santuário	local	True	hyper
sede	desejo	True	hyper
senador	parlamentar	True	hyper
senhor	homem	True	hyper
sentir	detectar	True	hyper
sentir	perceber	True	hyper
serra	ferramenta	True	hyper
sertão	lugar	True	hyper
sinal	alerta	True	hyper
sinal	aviso	True	hyper
sobrenome	nome	True	hyper
sobretudo	roupa	True	hyper
socio	usuário	True	hyper
software	programa	True	hyper
sol	estrela	True	hyper
som	onda	True	hyper
sorteio	jogo	True	hyper
sorteio	premiação	True	hyper
surpresa	alegria	True	hyper
telhado	cobertura	True	hyper
temporal	osso	True	hyper
terreno	lugar	True	hyper
terror	filme	True	hyper
teto	cobertura	True	hyper
textura	arte	True	hyper
tipo	carro	True	hyper
tiro	agressão	True	hyper
tiro	bomba	True	hyper
tocar	sentir	True	hyper
tom	cor	True	hyper
tom	som	True	hyper
torre	construção	True	hyper
treinador	profissional	True	hyper
treinador	técnico	True	hyper
treinamento	aprendizado	True	hyper
trilha	caminho	True	hyper
trilha	passeio	True	hyper
trono	herança	True	hyper
turco	asiático	True	hyper
técnico	profissional	True	hyper
uniforme	roupa	True	hyper
união	casamento	True	hyper
urânio	elemento	True	hyper
usuário	cliente	True	hyper
vaga	espaço	True	hyper
vara	objeto	True	hyper
vegetal	planta	True	hyper
velho	pessoa	True	hyper
verbo	palavra	True	hyper
vestido	roupa	True	hyper
vinho	bebida	True	hyper
viola	instrumento	True	hyper
violão	instrumento	True	hyper
visitante	pessoa	True	hyper
vista	cenário	True	hyper
vogal	letra	True	hyper
volante	controle	True	hyper
volante	peça	True	hyper
água	líquido	True	hyper
árvore	vegetal	True	hyper
ônibus	transporte	True	hyper
ônibus	veículo	True	hyper
amigo	discurso	False	random
margem	prêmio	False	random
pneus	comida	False	random
espetáculo	animal	False	random
música	serviço	False	random
objeto	televisão	False	random
escolha	couro	False	random
grão	ferramenta	False	random
código	roupa	False	random
profissão	osso	False	random
pato	tecido	False	random
pessoa	armazenamento	False	random
profissão	sala	False	random
analisar	trilha	False	random
presidente	alimento	False	random
asiático	exercício	False	random
doce	professor	False	random
lugar	rock	False	random
terreno	parente	False	random
gay	morro	False	random
profissional	profissão	False	random
órgão	arte	False	random
cidadão	lâmina	False	random
alimento	país	False	random
faca	flor	False	random
técnico	animal	False	random
cor	atividade	False	random
lugar	profissão	False	random
historiador	máquina	False	random
sentido	palestra	False	random
máquina	submarino	False	random
sinal	monarca	False	random
abertura	animal	False	random
sexualidade	estrutura	False	random
alimento	animal	False	random
treinador	peça	False	random
opera	adolescente	False	random
respiração	dedo	False	random
doutor	conversa	False	random
comida	revestimento	False	random
veículo	regra	False	random
compra	baga	False	random
mês	informação	False	random
baseado	funcionário	False	random
droga	avião	False	random
ave	escritório	False	random
poço	artista	False	random
teto	capela	False	random
lança	fruto	False	random
sentir	osso	False	random
organização	compositor	False	random
sinal	peixe	False	random
alimento	filme	False	random
animal	veículo	False	random
coração	pão	False	random
exame	monarca	False	random
osso	mapa	False	random
osso	profissional	False	random
material	vegetal	False	random
leito	coreano	False	random
marca	aviso	False	random
ferramentas	material	False	random
roda	baga	False	random
lugar	lugar	False	random
comida	raiz	False	random
atividade	frutas	False	random
canto	ave	False	random
proprietário	música	False	random
caminhão	osso	False	random
mão	osso	False	random
vegetal	cargo	False	random
pão	fato	False	random
tomar	diversão	False	random
braço	janela	False	random
flor	cristal	False	random
resultado	guia	False	random
cristal	quadro	False	random
ferramenta	criança	False	random
comer	comida	False	random
pessoa	doce	False	random
comer	aliança	False	random
motorista	endereço	False	random
asiático	pessoa	False	random
lugar	animal	False	random
governador	leito	False	random
hidrogênio	professor	False	random
alimento	iluminação	False	random
assento	teto	False	random
briga	funeral	False	random
grade	comida	False	random
submarino	dinheiro	False	random
documento	alimento	False	random
material	comida	False	random
trabalho	esporte	False	random
tom	ônibus	False	random
carro	indivíduo	False	random
catálogo	país	False	random
cela	cristal	False	random
iluminação	alimento	False	random
dedo	sede	False	random
ave	japonesa	False	random
roda	presidente	False	random
doce	animal	False	random
onda	sentir	False	random
cor	combustão	False	random
professor	doente	False	random
céu	ponte	False	random
padre	instrumento	False	random
paixão	conhecimento	False	random
litoral	material	False	random
profissão	pessoa	False	random
mecanismo	problema	False	random
cargo	agosto	False	random
volante	comunismo	False	random
culpado	vegetal	False	random
loja	bicicleta	False	random
árvore	italiano	False	random
prisão	pata	False	random
sinal	prece	False	random
prefeito	animal	False	random
osso	estudioso	False	random
asiático	tira	False	random
especialista	casa	False	random
objeto	software	False	random
osso	batida	False	random
arma	japonês	False	random
gelo	pessoa	False	random
fruto	terreno	False	random
estrada	vegetal	False	random
texto	monstro	False	random
modo	campeão	False	random
pinto	empregada	False	random
promotor	sorteio	False	random
inimigo	lugar	False	random
países	pássaro	False	random
instrução	loja	False	random
chefe	animal	False	random
objeto	litoral	False	random
organização	estudante	False	random
cama	alimento	False	random
osso	músico	False	random
diretora	mito	False	random
relógio	oração	False	random
vinho	trilha	False	random
grafo	lugar	False	random
comunista	pessoa	False	random
cama	vida	False	random
profissão	residência	False	random
bomba	apresentação	False	random
comida	textura	False	random
indiano	bebida	False	random
receita	mapa	False	random
criança	sentimento	False	random
ave	artista	False	random
roda	submarino	False	random
mármore	exame	False	random
livro	treinamento	False	random
imperatriz	osso	False	random
iluminação	proteção	False	random
arma	animal	False	random
profissional	adversário	False	random
televisão	rei	False	random
união	cruz	False	random
pássaro	animal	False	random
máquina	terra	False	random
inimigo	japonês	False	random
projeto	metro	False	random
marca	lazer	False	random
chapéu	ferramenta	False	random
tinta	revista	False	random
vegetal	venda	False	random
estudante	veículo	False	random
tonel	madeira	False	random
metro	comércio	False	random
animal	paisagem	False	random
paixão	cobra	False	random
pessoa	cobra	False	random
velho	profissão	False	random
mito	monstro	False	random
poço	animal	False	random
amostra	trauma	False	random
animal	asiático	False	random
animal	vida	False	random
ciência	oficial	False	random
jovens	alimento	False	random
menina	objeto	False	random
mito	esposa	False	random
protetor	nacionalidade	False	random
asiático	executar	False	random
doce	transporte	False	random
homem	asiático	False	random
linha	transporte	False	random
cabo	habitat	False	random
profissional	comida	False	random
gato	vento	False	random
limite	camisa	False	random
metodologia	rio	False	random
objeto	bebida	False	random
pasta	aço	False	random
tanque	cartaz	False	random
relatório	tinta	False	random
forma	embarcação	False	random
futebol	móvel	False	random
esporte	embarcação	False	random
profissão	dormir	False	random
software	construção	False	random
gás	opera	False	random
decoração	mapa	False	random
profissional	jogo	False	random
cargo	droga	False	random
adversário	pessoa	False	random
mal	trabalhador	False	random
forma	animal	False	random
alimento	local	False	random
terço	comércio	False	random
borracha	monarca	False	random
mineral	ferramenta	False	random
órgão	lugar	False	random
profissão	artista	False	random
protestante	vida	False	random
exame	ferramenta	False	random
vista	técnico	False	random
trono	funeral	False	random
produto	atleta	False	random
feijão	máquina	False	random
cenário	tinta	False	random
juventude	roupa	False	random
alimento	prefeito	False	random
elemento	manifesta	False	random
cálculo	tribo	False	random
alimento	conflito	False	random
consumo	feijão	False	random
pano	sacerdote	False	random
veículo	animal	False	random
nacionalidade	jogo	False	random
aliança	profissão	False	random
forma	relação	False	random
fotos	animal	False	random
loja	vegetal	False	random
massa	hardware	False	random
objeto	comida	False	random
fruto	bebida	False	random
profissão	comunista	False	random
instrumento	nação	False	random
cérebro	janela	False	random
gordura	pergunta	False	random
imperatriz	guia	False	random
móvel	algas	False	random
animal	flor	False	random
bebida	papel	False	random
dor	alimento	False	random
instrumento	inspiração	False	random
pássaro	pessoa	False	random
diversão	animal	False	random
cristão	venda	False	random
metodologia	futebol	False	random
solução	metal	False	random
droga	desporto	False	random
profissão	chumbo	False	random
patrimônio	problema	False	random
casa	funcionário	False	random
borracha	comida	False	random
presente	inimigo	False	random
osso	raiz	False	random
dança	praia	False	random
animal	cor	False	random
meio	sabedoria	False	random
pensão	político	False	random
carne	vegetal	False	random
lar	doce	False	random
fruto	margem	False	random
profissional	mês	False	random
trabalho	material	False	random
asiático	casa	False	random
catedral	buraco	False	random
portão	asiático	False	random
aluno	religioso	False	random
instituição	desejo	False	random
cavalo	amiga	False	random
banda	historiador	False	random
animal	profissional	False	random
asiático	profissional	False	random
pasta	briga	False	random
animal	subida	False	random
trabalho	pesquisa	False	random
roupa	filme	False	random
gótico	relógio	False	random
informação	animal	False	random
empregados	profissional	False	random
alimento	aparelho	False	random
profissão	profissão	False	random
roupa	nome	False	random
estrada	comida	False	random
filme	telhado	False	random
revistas	concorrente	False	random
assinatura	pensão	False	random
teatro	cartaz	False	random
bico	caminho	False	random
alimento	roupa	False	random
doença	planta	False	random
amigo	cobrança	False	random
objeto	construção	False	random
alimento	despedida	False	random
detectar	passagem	False	random
estudante	roupa	False	random
profissão	palavra	False	random
opera	osso	False	random
órgão	bebida	False	random
asiático	amigo	False	random
evento	alimento	False	random
queijo	asiático	False	random
chapéu	profissional	False	random
paciente	asiático	False	random
pata	roupa	False	random
máquina	pessoa	False	random
hidrogênio	caminho	False	random
lixo	portão	False	random
pano	órgão	False	random
análise	líder	False	random
analisar	piso	False	random
adulto	auxiliar	False	random
diversão	tragédia	False	random
doce	compositor	False	random
animal	deus	False	random
música	lugar	False	random
retrato	companheiro	False	random
fruto	ferramenta	False	random
árvore	asiático	False	random
melhora	abrigo	False	random
acontecimento	pessoa	False	random
lugar	ferramenta	False	random
construção	peça	False	random
organização	antiguidade	False	random
peixe	corda	False	random
pintura	casal	False	random
restrição	bebida	False	random
sinal	profissão	False	random
filme	deserto	False	random
alimento	pessoa	False	random
mulher	armazenamento	False	random
professor	acontecimento	False	random
bala	trauma	False	random
som	grade	False	random
cela	pele	False	random
dor	programação	False	random
osso	buraco	False	random
situação	trabalhador	False	random
cálculo	video	False	random
ferramenta	cobertura	False	random
multidão	convidado	False	random
pessoa	discurso	False	random
algas	humor	False	random
objeto	pergunta	False	random
comida	projeto	False	random
sol	osso	False	random
profissão	textura	False	random
praia	cavalo	False	random
flor	planta	False	random
cidadão	arquivo	False	random
material	doce	False	random
ato	expressão	False	random
registro	lugar	False	random
alimento	flores	False	random
bicicleta	executar	False	random
gelo	vinho	False	random
asiático	doce	False	random
notícia	profissão	False	random
evento	máquina	False	random
animal	programa	False	random
porta	regulamento	False	random
comunica	bebê	False	random
chumbo	coleta	False	random
papel	objeto	False	random
amigo	comer	False	random
comida	piscina	False	random
madeira	mulher	False	random
cérebro	senador	False	random
osso	lenda	False	random
paz	profissão	False	random
gerente	vegetal	False	random
regulamento	objeto	False	random
cabelo	sentimento	False	random
vegetal	munição	False	random
grupo	esporte	False	random
cantor	conversa	False	random
cana	desejo	False	random
entidades	veículo	False	random
adolescente	animal	False	random
promotor	asiático	False	random
agressão	som	False	random
desporto	doce	False	random
auxílio	parente	False	random
informação	técnico	False	random
telefone	temporal	False	random
tinta	prazer	False	random
algas	vegetal	False	random
sexualidade	pessoa	False	random
lar	escrita	False	random
garoto	medicina	False	random
perda	raiva	False	random
planta	animal	False	random
estudante	atenção	False	random
profissional	asiático	False	random
pessoa	animal	False	random
palavra	país	False	random
arma	evento	False	random
moradia	animal	False	random
peça	volante	False	random
animal	doce	False	random
estrada	romano	False	random
arquitetura	comida	False	random
alimento	acidente	False	random
peixe	pintura	False	random
entrevista	receptor	False	random
local	nuvem	False	random
profissional	sacerdote	False	random
conversa	bebida	False	random
ocupação	diversão	False	random
onda	japonês	False	random
volante	instrumento	False	random
herança	lar	False	random
moto	asiático	False	random
aviso	asiático	False	random
berço	lugar	False	random
alegria	mulher	False	random
trabalhador	dor	False	random
móvel	máquina	False	random
dono	policial	False	random
tecido	funeral	False	random
comida	roupa	False	random
fotos	bar	False	random
osso	alimento	False	random
atleta	peixe	False	random
poço	ferramenta	False	random
objeto	associação	False	random
alimento	japonês	False	random
hardware	amigo	False	random
abril	evento	False	random
registro	som	False	random
habitat	bar	False	random
comida	jornal	False	random
fantasma	pai	False	random
vegetal	transporte	False	random
pergunta	mulher	False	random
guia	raiz	False	random
motorista	osso	False	random
árvore	funcionário	False	random
casa	pessoa	False	random
funcionário	asiático	False	random
instrumento	profissional	False	random
avião	documento	False	random
estudante	animal	False	random
máquina	barco	False	random
bebida	cinema	False	random
animal	alimento	False	random
imagem	igreja	False	random
bebida	solo	False	random
árvore	comida	False	random
foto	deserto	False	random
cientista	lei	False	random
animal	fruto	False	random
estádio	nome	False	random
estacionamento	pintura	False	random
queijo	cobrança	False	random
animal	drogas	False	random
animal	assassino	False	random
bar	revestimento	False	random
bebida	vítima	False	random
trabalhador	barro	False	random
bebida	futebol	False	random
amiga	cientista	False	random
equipamento	peixe	False	random
esgoto	usuário	False	random
asiático	cerca	False	random
raiz	prato	False	random
janela	ferramenta	False	random
pessoa	pessoa	False	random
companheiro	profissional	False	random
mês	cobertura	False	random
ambiente	ave	False	random
sentimento	ferrovia	False	random
comida	trabalhador	False	random
futebol	gerente	False	random
lugar	advogado	False	random
celular	assento	False	random
profissão	monstro	False	random
caixa	revestimento	False	random
profissional	lâmina	False	random
japonês	lutador	False	random
gato	parente	False	random
crença	lugar	False	random
lazer	cenário	False	random
ação	arma	False	random
animal	aço	False	random
religioso	hidrogênio	False	random
assento	motorista	False	random
quartos	letra	False	random
dinheiro	fato	False	random
informação	pão	False	random
alimento	perceber	False	random
lugar	igreja	False	random
tecido	loja	False	random
cabelo	instrumento	False	random
profissional	madeira	False	random
canhão	animal	False	random
bandeira	advogado	False	random
região	asiático	False	random
entretenimento	animal	False	random
trabalhador	alimento	False	random
classificação	cobertura	False	random
material	cultivo	False	random
marido	lugar	False	random
grão	asiático	False	random
comunista	convidado	False	random
bebida	local	False	random
bicicleta	cérebro	False	random
modelo	profissão	False	random
frutas	porco	False	random
teclado	cenário	False	random
animal	serviço	False	random
bar	navio	False	random
ferramenta	alimento	False	random
empregado	lugar	False	random
janela	sinal	False	random
estacionamento	sacerdote	False	random
documento	balada	False	random
conversa	cabelo	False	random
